,user_loginStatus,user_id,user_personal_language,classified_id,classified_type,classified_subtype,classified_price,classified_transactionType,classified_zip,classified_visualisationOption,classified_kitchen_type,classified_building_constructionYear,classified_building_condition,classified_energy_heatingType,classified_certificates_primaryEnergyConsumptionLevel,classified_bedroom_count,classified_land_surface,classified_atticExists,classified_basementExists,classified_outdoor_garden_surface,classified_outdoor_terrace_exists,classified_specificities_SME_office_exists,classified_wellnessEquipment_hasSwimmingPool,classified_parking_parkingSpaceCount_indoor,classified_parking_parkingSpaceCount_outdoor,classified_condition_isNewlyBuilt,customer_id,customer_name,customer_family,customer_groupInfo_id,customer_groupInfo_name,customer_networkInfo_id,customer_networkInfo_name,screen_name,screen_language
271,loggedout,,,10142522,apartment,apartment,285000,forsale,1000,xl,usauninstalled,1890,justrenovated,gas,240,1,,,true,,,,,,,,2078276,barnesbrussels,agency,,,,,classifieddetails,en
272,loggedout,,,10140627,apartment,duplex,395000,forsale,1050,xl,usasemiequipped,1900,good,gas,237,2,,,,,,true,,,,,1942392,bathim&amp;col’immobiliersurmesure,agency,,,,,classifieddetails,en
273,loggedout,,,10132517,apartmentgroup,apartmentgroup,255000-445000,forsale,9940,xl,,,,,,,,,,,,,,1,1,1,1989885,immodavinci,agency,,,,,classifieddetails,en
274,loggedout,,,10132414,apartmentgroup,apartmentgroup,285000-397000,forsale,1930,xl,,,,,150,,,,,,,,,32,32,1,1811742,latouretpetitimmobilierneuf,real_estate_agency,,,,,classifieddetails,en
275,loggedout,,,10133282,apartmentgroup,apartmentgroup,289000-424000,forsale,2220,xl,,,,,,,,,,,,,,,,1,2935516,heylenvastgoedheist-op-den-berg,agency,,,,,classifieddetails,en
276,loggedout,,,10076787,apartmentgroup,apartmentgroup,320000-550000,forsale,3118,xl,,,,,,,,,,,,,,,,1,2629793,c&amp;mvastgoed,agency,,,,,classifieddetails,en
277,loggedout,,,10133244,apartment,apartment,414355,forsale,1030,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
278,loggedout,,,10133247,apartment,apartment,426205,forsale,1030,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
279,loggedout,,,10133248,apartment,apartment,458150,forsale,1030,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
280,loggedout,,,10133242,apartment,apartment,458150,forsale,1030,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
281,loggedout,,,10148022,apartment,apartment,215000,forsale,8790,xl,,1997,good,gas,181,2,,,,,true,,,1,,,2289068,immobeguin,agency,,,,,classifieddetails,en
282,loggedout,,,10148021,apartment,apartment,215000,forsale,8790,xl,,1997,good,gas,181,2,,,,,true,,,1,,,2289068,immobeguin,agency,,,,,classifieddetails,en
283,loggedout,,,10106541,apartment,apartment,259000,forsale,1150,xl,notinstalled,1932,good,gas,257,2,,,true,,true,,,,,,3856309,,private,,,,,classifieddetails,en
284,loggedout,,,10153093,apartment,apartment,279000,forsale,1820,xl,installed,2020,,gas,75,1,,,true,,,,,,,,2620940,coimmosteenokkerzeel,agency,,,,,classifieddetails,en
285,loggedout,,,10152536,apartment,apartment,495000,forsale,1180,xl,hyperequipped,1960,good,,147,2,,,true,,true,,,1,,,3444556,propertylab,agency,,,,,classifieddetails,en
286,loggedout,,,10152813,apartment,groundfloor,520000,forsale,1200,xl,usahyperequipped,2013,asnew,gas,71,3,,,true,65,true,,,1,,,1584,sorimo-bruxelles,agency,,,,,classifieddetails,en
287,loggedout,,,10152028,apartment,groundfloor,599000,forsale,1180,xl,usahyperequipped,2012,asnew,gas,162,2,,,,350,true,,,,2,,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
288,loggedout,,,10088030,apartment,flatstudio,210000,forsale,1090,xl,usahyperequipped,2021,asnew,gas,80,0,,,true,,,,,1,1,1,2890241,easyproperties,agency,,,,,classifieddetails,en
289,loggedout,,,9091312,apartment,apartment,245000,forsale,1090,xl,hyperequipped,2014,asnew,gas,68,1,,,true,,true,true,,,1,1,3681866,,private,,,,,classifieddetails,en
290,loggedout,,,9303319,apartment,duplex,259000,forsale,1210,xl,usahyperequipped,1950,justrenovated,gas,237,2,,true,,,,,,,,1,668607,,private,,,,,classifieddetails,en
291,loggedout,,,10109928,apartment,apartment,265000,forsale,1000,xl,hyperequipped,2025,asnew,gas,44,1,,,,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
292,loggedout,,,10138245,apartment,duplex,265000,forsale,8790,xl,,1999,good,electric,240,3,,,,,true,,,,,,2289068,immobeguin,agency,,,,,classifieddetails,en
293,loggedout,,,10126217,apartment,apartment,269000,forsale,1300,xl,usahyperequipped,2022,asnew,gas,93,1,,,true,,true,,,,12,1,3675575,latouretpetitwaterloovente,agency,,,,,classifieddetails,en
294,loggedout,,,10067351,apartment,flatstudio,295000,forsale,1050,xl,usahyperequipped,2022,asnew,gas,46,0,,,,,,,,,,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
295,loggedout,,,10126219,apartment,apartment,299000,forsale,1300,xl,usahyperequipped,2022,asnew,gas,93,1,,,true,,true,,,,12,1,3675575,latouretpetitwaterloovente,agency,,,,,classifieddetails,en
296,loggedout,,,9641565,house,house,184000,forsale,02550,xl,,,good,gas,,5,155,,true,,true,,,,1,,3160564,atipiimmobilière,agency,,,,,classifieddetails,en
297,loggedout,,,10121293,house,house,275000,forsale,1420,xl,,,torenovate,fueloil,515,2,207,,,100,,true,,,,,1790430,eracedimmobraine-l&#039;alleud,agency,,,,,classifieddetails,en
298,loggedout,,,10158138,housegroup,housegroup,266000-272000,forsale,9600,l,,,,,,,,,,,,,,,2,1,3002339,vakmansvastgoed,agency,,,,,classifieddetails,en
299,loggedout,,,10158124,housegroup,housegroup,345221-346017,forsale,2440,l,,,,,,,,,,,,,,,,1,119988,rdkbouw,property_developer,,,,,classifieddetails,en
300,loggedout,,,10158132,house,house,497000,forsale,3600,l,,2009,good,gas,134,4,1317,,true,,true,true,,,,,3587131,eranobis,agency,,,,,classifieddetails,en
301,loggedout,,,10158131,house,house,295000,forsale,7900,m,installed,2021,,gas,,3,531,,,,true,,,,2,1,504697,maisonsbaijot,property_developer,,,,,classifieddetails,en
302,loggedout,,,10158129,apartment,duplex,219000,forsale,4451,l,,2020,,gas,,2,,,true,,true,,,,1,,3652111,agimmobilières.r.l.,agency,,,,,classifieddetails,en
303,loggedout,,,10158128,house,house,229000,forsale,4420,l,installed,,justrenovated,gas,180,2,115,,true,,true,true,,1,,,3652111,agimmobilières.r.l.,agency,,,,,classifieddetails,en
304,loggedout,,,10107224,apartment,apartment,312000,forsale,1000,xl,usainstalled,2025,asnew,gas,40,2,,,,,true,,,,40,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
305,loggedout,,,10107510,apartment,apartment,325000,forsale,1000,xl,hyperequipped,2025,asnew,gas,33,2,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
306,loggedout,,,10090813,apartment,apartment,328500,forsale,5100,xl,notinstalled,2020,asnew,gas,92,3,,,,,true,,,,3,1,1912369,thomas&amp;piron-bâtiment,property_developer,,,,,classifieddetails,en
307,loggedout,,,10109927,apartment,apartment,358000,forsale,1000,xl,hyperequipped,2025,asnew,gas,44,2,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
308,loggedout,,,10139971,apartment,apartment,360000,forsale,1000,xl,usahyperequipped,2000,good,gas,95,2,,,true,,true,,,1,,,3880668,,private,,,,,classifieddetails,en
309,loggedout,,,10008399,apartment,apartment,375000,forsale,1000,xl,usahyperequipped,2021,asnew,gas,46,1,,,,,,,,,,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
310,loggedout,,,10138809,apartment,apartment,375000,forsale,1180,xl,usainstalled,1974,good,gas,126,2,,,,,,,,,,,1699105,gesteasprl,real_estate_agency,,,,,classifieddetails,en
311,loggedout,,,10126205,apartment,apartment,375000,forsale,1380,xl,usahyperequipped,2017,asnew,gas,169,2,,,true,,true,,,40,35,1,3675575,latouretpetitwaterloovente,agency,,,,,classifieddetails,en
312,loggedout,,,10098821,apartment,penthouse,379000,forsale,1090,xl,hyperequipped,2022,asnew,gas,39.3,3,,,true,,true,,,11,11,1,3851729,fierceimmo,agency,,,,,classifieddetails,en
313,loggedout,,,10126204,apartment,apartment,385000,forsale,1380,xl,usahyperequipped,2017,asnew,gas,170,2,,,true,,true,,,40,35,1,3675575,latouretpetitwaterloovente,agency,,,,,classifieddetails,en
314,loggedout,,,10107226,apartment,penthouse,394000,forsale,1000,xl,usainstalled,2025,asnew,gas,44,2,,,true,,true,,,,23,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
315,loggedout,,,9890718,apartment,apartment,395000,forsale,1180,xl,hyperequipped,2017,asnew,gas,56,1,,,,,true,,,,,1,1731013,orientations,agency,,,,,classifieddetails,en
316,loggedout,,,9960703,apartment,apartment,430000,forsale,1500,xl,usainstalled,2022,asnew,gas,55,3,,,true,,true,,,,2,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
317,loggedout,,,10126213,apartment,penthouse,445000,forsale,1410,xl,notinstalled,2014,asnew,gas,109,3,,,,,true,,,1,1,1,3675575,latouretpetitwaterloovente,agency,,,,,classifieddetails,en
318,loggedout,,,9978881,apartment,apartment,450000,forsale,1000,xl,usahyperequipped,2022,asnew,gas,46,2,,,,,true,,,,,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
319,loggedout,,,10062944,apartment,penthouse,450000,forsale,1130,xl,usahyperequipped,2020,asnew,gas,82,3,,,true,,true,,,21,21,1,2352,latouretpetitvente,agency,,,,,classifieddetails,en
320,loggedout,,,10109929,apartment,penthouse,482000,forsale,1000,xl,hyperequipped,2025,asnew,gas,44,3,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
321,loggedout,,,10125915,apartment,penthouse,495000,forsale,1140,xl,usahyperequipped,2022,asnew,gas,57,2,,,true,,true,,,,1,1,2352,latouretpetitvente,agency,,,,,classifieddetails,en
322,loggedout,,,9910182,apartment,apartment,515000,forsale,1000,xl,usahyperequipped,2022,asnew,gas,20,3,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
323,loggedout,,,9908113,apartment,apartment,525000,forsale,1000,xl,usahyperequipped,2022,asnew,gas,20,3,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
324,loggedout,,,9910183,apartment,apartment,540000,forsale,1000,xl,usahyperequipped,2022,asnew,gas,20,3,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
325,loggedout,,,10098822,apartment,duplex,559000,forsale,1090,xl,usahyperequipped,2022,asnew,gas,36.68,3,,,true,,true,,,11,11,1,3851729,fierceimmo,agency,,,,,classifieddetails,en
326,loggedout,,,9908132,apartment,apartment,560000,forsale,1000,xl,usahyperequipped,2022,asnew,gas,20,3,,,true,,true,,,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
327,loggedout,,,9988601,apartment,apartment,570000,forsale,1200,xl,usahyperequipped,2023,asnew,gas,55,2,,,true,,true,,,1,,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
328,loggedout,,,9646602,apartment,penthouse,575000,forsale,1000,xl,usahyperequipped,2020,asnew,gas,5,3,,,true,,true,,,,1,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
329,loggedout,,,9853080,apartment,apartment,650000,forsale,1040,xl,usahyperequipped,1912,asnew,gas,140,2,,,true,,true,,,,35,1,1942392,bathim&amp;col’immobiliersurmesure,agency,,,,,classifieddetails,en
330,loggedout,,,10117637,apartment,apartment,699000,forsale,9300,xl,installed,1996,good,gas,160,3,,,,,true,,,,,1,3652590,bricksimmobiliën,agency,,,,,classifieddetails,en
331,loggedout,,,10107513,apartment,penthouse,720000,forsale,1000,xl,hyperequipped,2025,asnew,gas,44,3,,,true,,true,,true,,,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
332,loggedout,,,10109932,apartment,penthouse,745000,forsale,1000,xl,hyperequipped,2025,asnew,gas,44,3,,,true,,true,,,,33,1,2575488,weinvestbruxelles,agency,,,,,classifieddetails,en
333,loggedout,,,10046452,apartment,penthouse,795000,forsale,1200,xl,usahyperequipped,2023,asnew,gas,55,3,,,true,,true,,,,1,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
334,loggedout,,,10158154,house,house,290000,forsale,7900,m,installed,2021,,gas,,3,515,true,,,,,,,2,1,504697,maisonsbaijot,property_developer,,,,,classifieddetails,en
335,loggedout,,,10158153,house,bungalow,445000,forsale,1410,xl,hyperequipped,1973,good,electric,555,2,681,true,,500,true,,,2,3,,1628452,triorwaterloo,agency,,,,,classifieddetails,en
336,loggedout,,,10158149,apartment,flatstudio,59000,forsale,4000,xl,notinstalled,,tobedoneup,,251,1,,,,,,,,,,,1768158,sciaraimmo,agency,,,,,classifieddetails,en
337,loggedout,,,9641565,house,house,184000,forsale,02550,xl,,,good,gas,,5,155,,true,,true,,,,1,,3160564,atipiimmobilière,agency,,,,,classifieddetails,en
338,loggedout,,,10121293,house,house,275000,forsale,1420,xl,,,torenovate,fueloil,515,2,207,,,100,,true,,,,,1790430,eracedimmobraine-l&#039;alleud,agency,,,,,classifieddetails,en
339,loggedout,,,10158138,housegroup,housegroup,266000-272000,forsale,9600,l,,,,,,,,,,,,,,,2,1,3002339,vakmansvastgoed,agency,,,,,classifieddetails,en
340,loggedout,,,10158124,housegroup,housegroup,345221-346017,forsale,2440,l,,,,,,,,,,,,,,,,1,119988,rdkbouw,property_developer,,,,,classifieddetails,en
341,loggedout,,,10158132,house,house,497000,forsale,3600,l,,2009,good,gas,134,4,1317,,true,,true,true,,,,,3587131,eranobis,agency,,,,,classifieddetails,en
342,loggedout,,,10057446,apartment,penthouse,890000,forsale,1200,xl,hyperequipped,2017,asnew,gas,96,4,,,,,true,,,,,1,2352,latouretpetitvente,agency,,,,,classifieddetails,en
343,loggedout,,,9624173,apartment,apartment,965000,forsale,1150,xl,usahyperequipped,2021,asnew,gas,55,3,,,,,true,,,1,,1,1614,victoire(vente),agency,,,,,classifieddetails,en
344,loggedout,,,9963859,apartment,apartment,1150000,forsale,1050,xl,usahyperequipped,2022,asnew,gas,55,3,,,true,,true,,,1,,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
345,loggedout,,,10008422,apartment,penthouse,1350000,forsale,1180,xl,usahyperequipped,2022,asnew,gas,96,3,,,true,,true,,,1,2,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
346,loggedout,,,8894072,apartment,penthouse,1350000,forsale,1180,xl,usahyperequipped,2022,asnew,gas,55,3,,,,,true,,,,2,1,1364801,victoire(immobilierneuf),real_estate_agency,,,,,classifieddetails,en
347,loggedout,,,10132758,apartment,apartment,174900,forsale,6800,xl,installed,2021,asnew,gas,72,1,,,,,true,,,,,1,3346893,honestylibramont-7bureauxprochesdechezvous,agency,,,,,classifieddetails,en
348,loggedout,,,10143596,apartment,apartment,269000,forsale,1070,xl,hyperequipped,1966,asnew,gas,307,3,,,true,,true,,,1,,,3854704,gvdimmo,agency_paying_with_ogone,,,,,classifieddetails,en
349,loggedout,,,10144383,apartment,duplex,325000,forsale,1020,xl,usasemiequipped,1960,good,,297,4,,,true,,true,true,,,,,2959413,residency,agency,,,,,classifieddetails,en
350,loggedout,,,10130562,apartmentgroup,apartmentgroup,194000-650000,forsale,1400,xl,,,,,,,,,,,,,,,,1,1912369,thomas&amp;piron-bâtiment,property_developer,,,,,classifieddetails,en
351,loggedout,,,10130394,apartmentgroup,apartmentgroup,230000-390000,forsale,9800,xl,,,,,1,,,,,,,,,1,1,1,1989885,immodavinci,agency,,,,,classifieddetails,en
352,loggedout,,,10128207,apartment,apartment,350000,forsale,1000,xl,usahyperequipped,2013,asnew,gas,67,1,,,,,true,,,80,1,,1817271,skylinerentingservices,agency,,,,,classifieddetails,en
353,loggedout,,,10131451,apartment,apartment,395000,forsale,1180,xl,hyperequipped,1968,asnew,fueloil,243,3,,,true,,true,,,1,,,3880990,caronrealestate,agency,,,,,classifieddetails,en
354,loggedout,,,10131537,apartment,apartment,414355,forsale,1040,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
355,loggedout,,,10131536,apartment,apartment,414355,forsale,1150,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
356,loggedout,,,10131533,apartment,apartment,426205,forsale,1040,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
357,loggedout,,,10131538,apartment,apartment,426205,forsale,1150,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
358,loggedout,,,10131088,apartment,apartment,450000,forsale,1200,xl,hyperequipped,1960,asnew,gas,253,3,,,true,,true,,,1,,,3787160,bureauimmobiliermeert,agency,,,,,classifieddetails,en
359,loggedout,,,10131544,apartment,apartment,458150,forsale,1040,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
360,loggedout,,,10131541,apartment,apartment,458150,forsale,1040,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
361,loggedout,,,10131539,apartment,apartment,458150,forsale,1040,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
362,loggedout,,,10131545,apartment,apartment,458150,forsale,1150,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
363,loggedout,,,10131542,apartment,apartment,458150,forsale,1150,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
364,loggedout,,,10131540,apartment,apartment,458150,forsale,1150,xl,installed,1965,justrenovated,fueloil,111,2,,,true,,true,,,,,,1229100,directimmo,agency,,,,,classifieddetails,en
365,loggedout,,,10130961,apartment,apartment,545000,forsale,3000,xl,installed,1951,justrenovated,gas,188,3,,,true,,,,,,,,3823799,immo-time,agency,,,,,classifieddetails,en
366,loggedout,,,10131360,apartmentgroup,apartmentgroup,595000-645000,forsale,8420,xl,,,,,,,,,,,,,,,,1,1579502,keyimmo,agency,,,,,classifieddetails,en
367,loggedout,,,10130457,apartmentgroup,apartmentgroup,699000-1190000,forsale,1180,xl,,,,,60,,,,,,,,,1,5,1,2595964,lecobelvaneauventeneuf,real_estate_agency,,,,,classifieddetails,en
368,loggedout,,,10131901,apartment,penthouse,699000,forsale,8560,xl,installed,1988,asnew,gas,197,2,,,true,,true,true,,5,,,3577076,modalis,agency,,,,,classifieddetails,en
369,loggedout,,,10149960,apartment,penthouse,328000,forsale,9032,xl,installed,2007,,gas,132,3,,,,,true,,,1,,,1402805,infinimo,agency,,,,,classifieddetails,en
370,loggedout,,,10150916,apartment,apartment,350000,forsale,1000,xl,installed,1972,good,,194,3,,,,,true,,,1,1,,2959413,residency,agency,,,,,classifieddetails,en
371,loggedout,,,10136353,apartment,apartment,285000,forsale,1000,xl,usahyperequipped,1930,asnew,gas,247,1,,,true,,true,,,,,,2890241,easyproperties,agency,,,,,classifieddetails,en
372,loggedout,,,10158154,house,house,290000,forsale,7900,m,installed,2021,,gas,,3,515,true,,,,,,,2,1,504697,maisonsbaijot,property_developer,,,,,classifieddetails,en
373,loggedout,,,10158153,house,bungalow,445000,forsale,1410,xl,hyperequipped,1973,good,electric,555,2,681,true,,500,true,,,2,3,,1628452,triorwaterloo,agency,,,,,classifieddetails,en
374,loggedout,,,10158149,apartment,flatstudio,59000,forsale,4000,xl,notinstalled,,tobedoneup,,251,1,,,,,,,,,,,1768158,sciaraimmo,agency,,,,,classifieddetails,en
375,loggedout,,,9641565,house,house,184000,forsale,02550,xl,,,good,gas,,5,155,,true,,true,,,,1,,3160564,atipiimmobilière,agency,,,,,classifieddetails,en
376,loggedout,,,10121293,house,house,275000,forsale,1420,xl,,,torenovate,fueloil,515,2,207,,,100,,true,,,,,1790430,eracedimmobraine-l&#039;alleud,agency,,,,,classifieddetails,en
377,loggedout,,,10158138,housegroup,housegroup,266000-272000,forsale,9600,l,,,,,,,,,,,,,,,2,1,3002339,vakmansvastgoed,agency,,,,,classifieddetails,en
378,loggedout,,,10158124,housegroup,housegroup,345221-346017,forsale,2440,l,,,,,,,,,,,,,,,,1,119988,rdkbouw,property_developer,,,,,classifieddetails,en
379,loggedout,,,10158132,house,house,497000,forsale,3600,l,,2009,good,gas,134,4,1317,,true,,true,true,,,,,3587131,eranobis,agency,,,,,classifieddetails,en
380,loggedout,,,10154577,housegroup,housegroup,670000-675000,forsale,1970,xl,,,,,115,,,,,,,,,1,1,1,1811742,latouretpetitimmobilierneuf,real_estate_agency,,,,,classifieddetails,en
381,loggedout,,,10152278,house,house,145000,forsale,6672,xl,semiequipped,1949,tobedoneup,wood,623,3,480,true,true,290,true,,,,,,2138115,picardimmo,agency,,,,,classifieddetails,en
382,loggedout,,,10151895,house,house,235000,forsale,4257,xl,semiequipped,1900,tobedoneup,fueloil,510,3,945,true,true,400,true,,,,,,3130786,l&#039;immobilièredemarneffe,agency,,,,,classifieddetails,en
383,loggedout,,,10153006,housegroup,housegroup,336000-384000,forsale,2500,xl,,,,,,,,,,,,,,,,1,2296809,heylenvastgoedlier,agency,,,,,classifieddetails,en
384,loggedout,,,10151862,housegroup,housegroup,365000-555000,forsale,9040,xl,,,,,,,,,,,,,,,,1,1989885,immodavinci,agency,,,,,classifieddetails,en
385,loggedout,,,10153840,housegroup,housegroup,373000-417000,forsale,7912,xl,,,,,,,,,,,,,,,,1,3852359,immobeguin,agency,,,,,classifieddetails,en
386,loggedout,,,10153222,housegroup,housegroup,449000-477000,forsale,2250,xl,,,,,,,,,,,,,,,,1,409894,heylenvastgoedherentals,agency,,,,,classifieddetails,en
387,loggedout,,,10153226,housegroup,housegroup,485000-485000,forsale,2275,xl,,,,,,,,,,,,,,,,1,409894,heylenvastgoedherentals,agency,,,,,classifieddetails,en
388,loggedout,,,10149128,house,house,159000,forsale,5000,xl,installed,1900,good,gas,252,3,40,true,true,,,true,,,,,3502683,nigelimmo,agency,,,,,classifieddetails,en
389,loggedout,,,10150355,house,house,289000,forsale,4500,xl,semiequipped,1958,good,fueloil,312,3,204,,true,100,true,true,,1,,,2778803,immobilièrebertrandhuy,agency,,,,,classifieddetails,en
390,loggedout,,,10150923,house,house,625000,forsale,1950,xl,hyperequipped,1991,good,gas,256,4,390,true,,260,true,true,,1,2,,2538985,keystones,agency,,,,,classifieddetails,en
391,loggedout,,,10147032,house,house,159000,forsale,4430,xl,semiequipped,1899,good,fueloil,448,2,335,true,true,171,true,true,,,,,3502683,nigelimmo,agency,,,,,classifieddetails,en
392,loggedout,,,10146903,house,house,345000,forsale,9000,xl,usainstalled,1941,good,gas,280,4,49,true,,,,,,,,,1989885,immodavinci,agency,,,,,classifieddetails,en
393,loggedout,,,10146862,house,villa,895000,forsale,1150,xl,installed,1961,torenovate,fueloil,274,3,300,true,,200,true,true,,1,1,,2538985,keystones,agency,,,,,classifieddetails,en
394,loggedout,,,10158111,house,house,495000,forsale,1150,xl,usainstalled,1950,good,gas,307,3,97,true,true,,true,,,,,,1584,sorimo-bruxelles,agency,,,,,classifieddetails,en
395,loggedout,,,10157542,house,house,675000,forsale,1150,xl,semiequipped,1965,good,gas,315,4,243,true,,100,,true,,1,1,,1584,sorimo-bruxelles,agency,,,,,classifieddetails,en
396,loggedout,,,10157751,house,house,770000,forsale,9700,xl,installed,1962,good,gas,177,4,735,,,,true,true,,1,6,,3154230,dmgvastgoed,agency,,,,,classifieddetails,en
397,loggedout,,,10157561,house,exceptionalproperty,1950000,forsale,3080,xl,usahyperequipped,1971,good,gas,214,5,4000,,true,,true,true,true,3,4,,1355753,j&amp;jproperties,agency,,,,,classifieddetails,en
398,loggedout,,,9935270,house,villa,570000,forsale,1570,xl,hyperequipped,1989,asnew,fueloil,262,4,1000,true,true,1000,true,true,,2,2,,3870069,,private,,,,,classifieddetails,en
399,loggedout,,,10154574,house,mixedusebuilding,219000,forsale,4430,xl,installed,1918,tobedoneup,fueloil,356,3,249,,true,100,,,,,,,2144544,labelimmosprl,agency,,,,,classifieddetails,en
400,loggedout,,,10154573,house,house,219000,forsale,4430,xl,installed,1918,tobedoneup,fueloil,356,3,249,,true,100,,,,,,,2144544,labelimmosprl,agency,,,,,classifieddetails,en
401,loggedout,,,10154806,house,house,245000,forsale,9700,xl,installed,1961,tobedoneup,gas,319,3,176,true,true,40,true,,,,2,,3154230,dmgvastgoed,agency,,,,,classifieddetails,en
402,loggedout,,,10156593,house,house,1800000,forsale,1030,xl,,1923,torenovate,fueloil,414,9,1050,,true,715,true,,,2,1,,1716917,upgradeimmo,agency,,,,,classifieddetails,en
403,loggedout,,,10146116,housegroup,housegroup,325000-399000,forsale,2590,xl,,,,,,,,,,,,,,,,1,2935516,heylenvastgoedheist-op-den-berg,agency,,,,,classifieddetails,en
404,loggedout,,,10145147,house,countrycottage,325000,forsale,4052,xl,notinstalled,1900,torenovate,fueloil,372,4,555,true,true,380,true,true,,1,,,652522,groupecadimmotrooz-liège-sprimont,agency,,,,,classifieddetails,en
405,loggedout,,,10145907,house,apartmentblock,800000,forsale,1190,xl,installed,1924,tobedoneup,fueloil,445,4,263,,true,140,true,true,,,,,3880990,caronrealestate,agency,,,,,classifieddetails,en
406,loggedout,,,10151664,house,house,195000,forsale,4870,xl,installed,2014,torenovate,gas,199,4,401,true,,400,,,,1,1,,652522,groupecadimmotrooz-liège-sprimont,agency,,,,,classifieddetails,en
407,loggedout,,,10154065,house,house,398000,forsale,1780,xl,semiequipped,1963,torenovate,gas,458,6,515,,true,,true,,,,2,,2019,structura,agency,,,,,classifieddetails,en
408,loggedout,,,10152352,house,house,550000,forsale,5640,xl,semiequipped,1842,tobedoneup,fueloil,382,5,2310,,true,2310,,true,,2,,,1821912,trustrealestatesprl,agency,,,,,classifieddetails,en
409,loggedout,,,10152812,house,villa,1490000,forsale,1160,xl,hyperequipped,1969,asnew,gas,207,4,486,,true,200,true,true,,1,1,,1584,sorimo-bruxelles,agency,,,,,classifieddetails,en
410,loggedout,,,10158154,house,house,290000,forsale,7900,m,installed,2021,,gas,,3,515,true,,,,,,,2,1,504697,maisonsbaijot,property_developer,,,,,classifieddetails,en
411,loggedout,,,10158153,house,bungalow,445000,forsale,1410,xl,hyperequipped,1973,good,electric,555,2,681,true,,500,true,,,2,3,,1628452,triorwaterloo,agency,,,,,classifieddetails,en
412,loggedout,,,10158149,apartment,flatstudio,59000,forsale,4000,xl,notinstalled,,tobedoneup,,251,1,,,,,,,,,,,1768158,sciaraimmo,agency,,,,,classifieddetails,en
413,loggedout,,,9641565,house,house,184000,forsale,02550,xl,,,good,gas,,5,155,,true,,true,,,,1,,3160564,atipiimmobilière,agency,,,,,classifieddetails,en
414,loggedout,,,10121293,house,house,275000,forsale,1420,xl,,,torenovate,fueloil,515,2,207,,,100,,true,,,,,1790430,eracedimmobraine-l&#039;alleud,agency,,,,,classifieddetails,en
